ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
2,gemini-1.5-pro-001,25.781804709s,38.0132015s,4,706205,88535,40192,https://www.4walls-escape.com/,4Walls Escape,Mysterious Crime,"There is a mysterious break-in at your parents' house. Everything is ransacked, and it looks like someone was looking for something specific, but nothing apprears to have been stolen. Or was it? What starts as a \""harmless\"" burglary gradually turns out to be something much bigger. The discovery of a hidden family secret lies shrouded in mystery - a mystery so deep, in fact, that you'll hop on a plane to take a journey into the past on another continent. Solve a series of exciting puzzles, but always be on your guard - you're not the only one in pursuit... Hopefully the clues won't literally get lost in the sand...Will you dare to search for clues that uncover this secret, waiting to be solved after all this time?",1,-1,150,https://www.4walls-escape.com/game-3,https://www.4walls-escape.com/mysterious-crime,https://www.4walls-escape.com/img/game-3/teaser.jpg.jpg,Crime,4/5,false,
2,gemini-1.5-pro-001,25.781804709s,38.0132015s,4,706205,88535,40192,https://www.4walls-escape.com/,4Walls Escape,The Hunt,"A new virus begins to spread uncontrollably. Normal life gradually comes to a halt. The world is in an unprecedented state of emergency. The government resorts to new measures and rules in reaction to this new coronavirus. Everyone has to deal with these new challenges. What does this mean? See for yourself by embarking on this \""puzzling\"" quest filled with adventure, and even some danger, along the way. We are counting on your problem-solving skills!",1,-1,90,https://www.4walls-escape.com/game-4,https://www.4walls-escape.com/the-hunt,https://www.4walls-escape.com/img/game-4/teaser.jpg.jpg,Adventure,3/5,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,14,0,https://booking.adventurerooms.de/airlines/de/raum/exit-game-italia-mafia,https://www.adventurerooms.de/dresden/exit-rooms/mafia,,Crime,Fortgeschritten,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,14,0,https://booking.adventurerooms.de/airlines/de/raum/exit-game-galerie,https://www.adventurerooms.de/dresden/exit-rooms/galerie,,Adventure,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,14,0,https://booking.adventurerooms.de/airlines/de/raum/exit-game-kino,https://www.adventurerooms.de/dresden/exit-rooms/kino,,Adventure,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,14,0,https://booking.adventurerooms.de/airlines/de/raum/exit-game-berlin-chase/,https://www.adventurerooms.de/dresden/exit-rooms/unfall,,Crime,Fortgeschritten-Expert,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Spektrum,,0,0,0,,https://www.adventurerooms.de/dresden/exit-rooms/spektrum,,Science Fiction,Coming Soon,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Transsylvanien,,0,0,0,,https://www.adventurerooms.de/dresden/exit-rooms/transsylvanien,,Horror,Coming Soon,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,6,0,https://booking.adventurerooms.de/dresden/de/raum/exit-schweizer-original,https://www.adventurerooms.de/dresden/exit-rooms/schweizer-original,,Adventure,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,12,0,https://booking.adventurerooms.de/dresden/de/raum/exit-ddr-freundschaft,https://www.adventurerooms.de/dresden/exit-rooms/freundschaft,,Historical,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,12,0,https://booking.adventurerooms.de/dresden/de/raum/exit-professor-booster,https://www.adventurerooms.de/dresden/exit-rooms/professor-booster,,Science Fiction,Fortgeschritten - Expert,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,12,0,https://booking.adventurerooms.de/magdeburg/de/raum/exit-schweizer-original/,https://www.adventurerooms.de/magdeburg/exit-rooms/schweizer-original,,Adventure,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,,,2,12,0,https://booking.adventurerooms.de/magdeburg/de/raum/escaperoom-ddr-ostalgie/,https://www.adventurerooms.de/magdeburg/exit-rooms/ostalgie/,,Historical,Einsteiger,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Mafia,,2,0,0,,https://www.adventurerooms.de/magdeburg/exit-rooms/mafia,,Crime,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Das Labor,,0,0,0,,https://www.adventurerooms.de/magdeburg/exit-rooms/das-labor/,,Science Fiction,Coming Soon,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Schweizer Original,,2,14,0,https://booking.adventurerooms.de/hamburg/de/raum/escape-room-schweizer-original/,https://www.adventurerooms-hamburg.de/escape-room/schweizer-original/,,Adventure,moderat,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Traumhaft!,,2,14,0,https://booking.adventurerooms.de/hamburg/de/raum/escape-game-traumhaft/,https://www.adventurerooms-hamburg.de/escape-room/traumhaft/,,Science Fiction,traumhaft,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Der verrückte Professor,,2,14,0,https://booking.adventurerooms.de/hamburg/de/raum/escape-room-professor/,https://www.adventurerooms-hamburg.de/escape-room/verrueckter-professor/,,Science Fiction,ordentlich,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Der Bank-Coup,,2,7,0,,https://escapehotel-hamburg.de/bank-coup/,,Crime,Mindestalter: 16 Jahre,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Das Meisterstück,,2,7,0,,https://escapehotel-hamburg.de/das-meisterstueck/,,Adventure,Mindestalter: 16 Jahre,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Mord im Kontor,,2,7,0,,https://escapehotel-hamburg.de/mord-im-kontor/,,Crime,Mindestalter: 16 Jahre,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Heiliger Gral,,0,12,0,https://adventureroomsmunich.youcanbook.me/,https://www.adventurerooms.de/leipzig/portfolio/schweizer-original/,,Adventure,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Alice,,0,0,0,https://adventurerooms-munich-alice.youcanbook.me/,https://www.adventurerooms.de/leipzig/portfolio/ostalgie/,,Fantasy,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Die Weltreise,,0,0,0,https://adventurerooms-munich-weltreise.youcanbook.me/,https://www.adventurerooms.de/leipzig/portfolio/traum/,,Adventure,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Die Zeitreise,,2,12,0,https://booking.adventurerooms.de/garmisch/de/raum/exit-die-zeitreise/,https://www.adventurerooms.de/garmisch/exit-rooms/die-zeitreise/,,Crime,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Der Uhrmacher,,2,12,0,https://booking.adventurerooms.de/garmisch/de/raum/exit-der-uhrmacher/,https://www.adventurerooms.de/garmisch/exit-rooms/der-uhrmacher/,,Steampunk,,false,
3,gemini-1.5-pro-001,1m9.775596292s,1m39.900695625s,9,2440756,267332,104594,https://www.adventurerooms.de/,Adventure Rooms,Das Hinterzimmer,,2,8,0,,,,Crime,,false,
4,gemini-1.5-pro-001,1m25.088732209s,1m51.496942792s,7,1949220,315594,140241,https://www.adventure-team.eu/,Adventure Team,Aus Versehen Apokalypse,"Ein stillgelegtes, einst hochmodernes Kraftwerk mit herausragender Technik und den besten, hochqualifizierten Arbeitskräften von Nucleus Industries. Scheinbar verlassen… Oder? Tatsächlich wacht hier A.M.E.E., ein einzigartiges, hochmodernes Steuerungssystem. A.M.E.E. kennt das Kraftwerk wie ihre linken Schaltkreise. Sie ist nicht bloß eine gewöhnliche künstliche Intelligenz, sondern eine außergewöhnliche Persönlichkeit. Seid ihr bereit für A.M.E.E.s Charme und stellt euch der Interaktion mit einer künstlichen Intelligenz? Was soll da schon schief gehen?\nIm Falle von medizinischen Problemen (insbesondere Epilepsie) informiert bitte eure Spielleitung vor Ort.___________________A decommissioned, once state-of-the-art power plant with outstanding technology and Nucleus Industries' best, highly skilled workforce. Seemingly abandoned... Or is it? In fact, A.M.E.E., a unique, state-of-the-art control system, keeps watch here. A.M.E.E. knows the power plant like the back on her circuits. She is not just an ordinary artificial intelligence, but an extraordinary personality. Are you ready for A.M.E.E.'s charm and face the interaction with an artificial intelligence? What could possibly go wrong?",3,7,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=7fbc44c3f62341e0a0b12414df7bd9cf&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/aus-versehen-apokalypse/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Aus_Versehen_Apokalypse-Cover.jpg,Science Fiction,high,false,
4,gemini-1.5-pro-001,1m25.088732209s,1m51.496942792s,7,1949220,315594,140241,https://www.adventure-team.eu/,Adventure Team,Die Zelle,"Durch eure legendären Banküberfälle in den letzten Monaten habt ihr euch in der Region bereits einen Namen gemacht. Doch bei eurem letzten Überfall ging etwas schief. Nun sitzt ihr in der Strafanstalt Fuhlsbüttel - genannt Santa Fu. Dort kam es in den 70er-Jahren zu mehreren Ausbrüchen und die Zeitungen titelten \""Santa Fu und raus bist du\"". Auch heute noch hoffen Sträflinge aus der Anstalt zu entkommen: Mike Smith, genannt \""The Snake\"", und Joe Jackson, genannt \""The Eagle\"", sollen seit Längerem den perfekten Ausbruch aus ihren Zellen vorbereitet haben. Das wird jedenfalls unter den anderen Mithäftlingen gemurmelt. Doch Gerüchte verbreiten sich in der Strafanstalt schnell: zur Vorsicht wurde eine interne Zellenverlegung angeordnet. Durch Zufall und zu eurem Glück landet ihr bei dieser Verlegung in den ehemaligen Zellen von Snake und Eagle. Gelingt es euch, den Plan der beiden zu übernehmen?Setzt als Sträflinge den bisher noch unvollendeten Fluchtplan von Snake und Eagle in die Tat um und entkommt aus dem Gefängnis! Euch bleibt jedoch nur wenig Zeit. Stündlich dreht der Wärter gewissenhaft seine Runde. Schafft ihr in nur 60 Minuten den Weg in die Freiheit?\nDieses Spiel erfordert während des Abenteuers eine Aufteilung der Gruppe.\n_______\nYou have already made a name for yourselves in the region with your legendary bank robberies in recent months. But something went wrong during your last raid. Now you are sitting in Fuhlsbüttel Prison - called Santa Fu. There were several outbreaks there in the 1970s, and the newspapers ran the headline \""Santa Fu and out you go.\"" Even today, convicts hope to escape from the asylum: Mike Smith, known as \""The Snake,\"" and Joe Jackson, known as \""The Eagle,\"" have reportedly been preparing the perfect escape from their cells for some time. At least, that is what is murmured among the other fellow inmates. But rumors spread quickly in the penitentiary: to be on the safe side, an internal cell transfer was ordered. By chance and to your luck, this transfer lands you in the former cells of Snake and Eagle. Will you succeed in adopting their plan?\nAs convicts, put Snake and Eagle's as-yet-unfinished escape plan into action and escape from prison! However, you have little time left. Every hour, the guard conscientiously makes his rounds. Can you make it to freedom in just 60 minutes?",4,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=8e2e32e063ff8eb753be016763b79d1a&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/die-zelle/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Die_Zelle-Cover.jpg,Prison,null,false,
4,gemini-1.5-pro-001,1m25.088732209s,1m51.496942792s,7,1949220,315594,140241,https://www.adventure-team.eu/,Adventure Team,Heimlich im Museum – Raum A,"Diebstahl in der Hansestadt! Die weltweit bekannteste Briefmarkensammlung befindet sich derzeit in einer Sonderausstellung in den Hamburger Deichtorhallen. Unter Kunstsammlern zählen die sechs blauen Mauritien zu den begehrtesten Kunstobjekten der Welt. Der extravagante Kunstliebhaber Mr. Pink hat es auf die wertvollen Briefmarken abgesehen. Er benötigt ein Team aus hochprofessionellen, top ausgebildeten Spezialisten, um einen Coup der Extraklasse zu begehen – den Diebstahl der blauen Mauritien!Im Falle von medizinischen Problemen (insbesondere Epilepsie) informiert bitte eure Spielleitung vor Ort.Bei \""Heimlich im Museum | Raum A\"" und \""Heimlich im Museum | Raum B\"" handelt es sich um das identische Abenteuer._____________________________________________________\nTheft in the Hanseatic City! The world's most famous stamp collection is currently on display in a special exhibition at Hamburg's Deichtorhallen. Among art collectors, the six blue Mauritias are among the most sought-after art objects in the world. The extravagant art lover Mr. Pink is after the valuable stamps. He needs a team of highly professional, highly trained specialists to pull off a coup of the highest order - the theft of the blue Mauritias!",2,6,60,https://eu5.bookingkit.de/checkout2/addToCart/?event_id=85da603addbc7c5eaa98d03bf572a4cc&lang=de&t=TeamEscape,https://teamescape.com/hamburg/escape-rooms/heimlich-im-museum-raum-a/,https://cdn.bookingkit.de/vendor_images/99fd58f8788703aaee3aae6122039953/detail/Heimlich_Im_Museum-Cover.jpg,Crime,null,false,
