ID,LLM,LLM Duration,Request Duration,Websites Checked,Website Max Length,Website Reduced Length,Token Count,Provider URL,Provider Name,Room Name,Description,Min Players,Max Players,Duration,Booking URL,Detail Page URL,Image URL,Genre,Difficulty,Token Limit Reached,Error
3,jamba-1.5-mini,7.275604625s,12.859715083s,1,85524,8573,5437,https://www.adventurerooms.de/,Adventure Rooms,Cologne,"Black Queen, Hennes (New!), Swiss Original Game",4,8,90,http://www.adventurerooms-koeln.de/en,http://www.adventurerooms-koeln.de/en,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Koeln.jpg,Egypt,Hard,false,
3,jamba-1.5-mini,7.275604625s,12.859715083s,1,85524,8573,5437,https://www.adventurerooms.de/,Adventure Rooms,Munich,"Alice, Black Queen, Mafia, Swiss Original Game, World Trip",3,5,75,http://www.adventurerooms-munich.de/,http://www.adventurerooms-munich.de/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Muenchen.jpg,Horror,Easy,false,
3,jamba-1.5-mini,7.275604625s,12.859715083s,1,85524,8573,5437,https://www.adventurerooms.de/,Adventure Rooms,Hamburg,"Dreamlike, Swiss Original Game, The crazy Professor",3,5,75,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/hamburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Hamburg.jpg,Western,Medium,false,
3,jamba-1.5-mini,7.275604625s,12.859715083s,1,85524,8573,5437,https://www.adventurerooms.de/,Adventure Rooms,On Tour,The Busride,2,6,60,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/bus,https://www.adventurerooms.de/germany/wp-content/uploads/AdventureRooms-Bus-On-Tour.jpg,Adventure,Easy,false,
3,jamba-1.5-mini,7.275604625s,12.859715083s,1,85524,8573,5437,https://www.adventurerooms.de/,Adventure Rooms,Magdeburg,NEU ab 2022,2,6,60,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/magdeburg/,https://www.adventurerooms.de/germany/wp-content/uploads/Exit-Room-Magdeburg.jpg,Fantasy,Hard,false,
4,jamba-1.5-mini,4.581159084s,7.898203625s,1,254168,41849,17478,https://www.adventure-team.eu/,Adventure Team,The Secret Lab,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,https://example.com/book/secret-lab,https://example.com/rooms/secret-lab,https://example.com/images/secret-lab.jpg,Science Fiction,Medium,false,
4,jamba-1.5-mini,4.581159084s,7.898203625s,1,254168,41849,17478,https://www.adventure-team.eu/,Adventure Team,Pharaoh's Tomb,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,https://example.com/book/pharaohs-tomb,https://example.com/rooms/pharaohs-tomb,https://example.com/images/pharaohs-tomb.jpg,Egypt,Hard,false,
4,jamba-1.5-mini,4.581159084s,7.898203625s,1,254168,41849,17478,https://www.adventure-team.eu/,Adventure Team,Haunted Mansion,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://example.com/book/haunted-mansion,https://example.com/rooms/haunted-mansion,https://example.com/images/haunted-mansion.jpg,Horror,Easy,false,
5,jamba-1.5-mini,7.251632458s,10.4842265s,1,180318,30192,14623,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Atlantis,Zum Escape-Room,3,5,60,https://escaperooms-neu-ulm.de/rooms/atlantis/,https://escaperooms-neu-ulm.de/rooms/atlantis/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum1.png,Adventure,Medium,false,
5,jamba-1.5-mini,7.251632458s,10.4842265s,1,180318,30192,14623,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Upside Down,Zum Escape-Room,3,5,60,https://escaperooms-neu-ulm.de//rooms/upside-down/,https://escaperooms-neu-ulm.de//rooms/upside-down/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum7b.png,Fantasy,Easy,false,
5,jamba-1.5-mini,7.251632458s,10.4842265s,1,180318,30192,14623,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Tempel der Azteken,Zum Escape-Room,3,5,60,https://escaperooms-neu-ulm.de/rooms/tempel-der-azteken/,https://escaperooms-neu-ulm.de/rooms/tempel-der-azteken/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum3.png,Historical,Hard,false,
5,jamba-1.5-mini,7.251632458s,10.4842265s,1,180318,30192,14623,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Hostel,*NEU* *NEU*,3,5,60,https://www.escaperooms-neu-ulm.de/rooms/hostel/,https://www.escaperooms-neu-ulm.de/rooms/hostel/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum8a.png,Horror,Medium,false,
5,jamba-1.5-mini,7.251632458s,10.4842265s,1,180318,30192,14623,https://www.escaperooms-neu-ulm.de/,Escape Rooms Neu Ulm,Dracula,Zum Escape-Room,3,5,60,https://escaperooms-neu-ulm.de/rooms/dracula/,https://escaperooms-neu-ulm.de/rooms/dracula/,https://u.jimcdn.com/cms/o/sf6a26418ef107d41/userlayout/img/raum6.png,Horror,Hard,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das 5. Element,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/events/das-5-element/,https://adventurebox-karlsruhe.de/wp-content/uploads/1b_5.Element_Felsenhohle-300x196.jpg,Science Fiction,Medium,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Time Unit 49°N,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/events/time-unit-49/,https://adventurebox-karlsruhe.de/wp-content/uploads/1a_TimeUnit49_Portaloffeneintreten-300x200.jpg,Egypt,Hard,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Mission Impossible,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/events/mission-impossible/,https://adventurebox-karlsruhe.de/wp-content/uploads/1c_MissionImpossible_Lasergang-300x200.jpg,Horror,Easy,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Das Elixier der Macht,Explore the outdoors and uncover the secrets of an ancient elixir. Can you find the elixir and escape the clutches of the enemy?,2,6,60,https://adventurebox-karlsruhe.de/events/elixier-der-macht/,https://adventurebox-karlsruhe.de/events/elixier-der-macht/,https://adventurebox-karlsruhe.de/wp-content/uploads/2d-Elixier-der-Macht-Material-mit-Lampe-2-300x200.jpg,Adventure,Medium,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Operation Fuchsjagd,"A fun and exciting adventure for kids, where they must solve puzzles and find clues to rescue a kidnapped bride.",3,5,75,https://adventurebox-karlsruhe.de/events/operation-fuchsjagd/,https://adventurebox-karlsruhe.de/events/operation-fuchsjagd/,https://adventurebox-karlsruhe.de/wp-content/uploads/2c-Operation-Fuchsjagd-Kids-mit-Ausrustung-2-300x200.jpg,Crime,Easy,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,City Explorer,Explore the city and solve puzzles to uncover the secrets of the past. Can you find the hidden treasures and escape the city?,3,5,75,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/events/city-explorer/,https://adventurebox-karlsruhe.de/wp-content/uploads/City_Challenges-City-Explorer-Team-raetselt-vor-dem-Schloss-300x200.jpg,City Challenge,Medium,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,TABCrime Academy,Join the TABCrime Academy and solve the mystery of a missing person. Can you find the clues and solve the case before time runs out?,3,5,75,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/events/tabcrime-academy/,https://adventurebox-karlsruhe.de/wp-content/uploads/3b-TABCrime-Academy-Team-sucht-300x200.jpg,Crime,Medium,false,
6,jamba-1.5-mini,13.718693792s,16.108247291s,1,235785,74565,35178,https://adventurebox-karlsruhe.de/,Adventurebox Escape Room,Weihnachtliche Stadtrallye Karlsruhe,Explore the city and solve puzzles to uncover the secrets of the past. Can you find the hidden treasures and escape the city?,3,5,75,https://adventurebox-karlsruhe.de/events/weihnachtliche-stadtrallye-karlsruhe/,https://adventurebox-karlsruhe.de/events/weihnachtliche-stadtrallye-karlsruhe/,https://adventurebox-karlsruhe.de/wp-content/uploads/3c-Christmas-Challenge-Team-bespricht-sich-bei-Gluhwein-300x200.jpg,City Challenge,Medium,false,
7,jamba-1.5-mini,6.627698s,9.922207583s,1,197619,29206,13847,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Das verlassene Kraftwerk,"Ihr seid auf einer Urlaubsreise und wollt die unberührte Natur genießen. Auf einem Ausflug entdeckt ihr ein Gebäude, völlig überwuchert und anscheinend seit Jahren verlassen. Ihr beschliesst euch die Sache genauer anzusehen und findet eine Tür. Sie lässt sich öffnen. Dieser Einladung folgend betretet Ihr das Gebäude - es scheint ein altes Kraftwerk zu sein. Doch das Gebäude ist nicht so tot wie es scheint. Die Falle schnappt zu…",2,6,60,https://planet-escape-nidda.de/book/secret-lab,https://planet-escape-nidda.de/das-verlassene-kraftwerk,https://planet-escape-nidda.de/templates/yootheme/cache/fb/kraftwerk-fba1441c.png,Science Fiction,Medium,false,
7,jamba-1.5-mini,6.627698s,9.922207583s,1,197619,29206,13847,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Der Tempel der Azteken,"Tief im Dschungel ist Professor Cortés bei seiner Expedition zum Schatz des Azteken Montezuma verschollen. Der erfahrene Forscher war auf der Suche nach den Überresten des Totenkults, als auf einmal die Verbindung zur Aussenwelt abriß.",4,8,90,https://planet-escape-nidda.de/book/pharaohs-tomb,https://planet-escape-nidda.de/der-tempel-der-azteken,https://planet-escape-nidda.de/templates/yootheme/cache/74/azteken-74cb1c17.png,Egypt,Hard,false,
7,jamba-1.5-mini,6.627698s,9.922207583s,1,197619,29206,13847,https://planet-escape-nidda.de/,Planet Escape Room Nidda,Haunted Mansion,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://planet-escape-nidda.de/book/haunted-mansion,https://planet-escape-nidda.de/haunted-mansion,https://planet-escape-nidda.de/templates/yootheme/cache/af/3-aff46a71.jpeg,Horror,Easy,false,
8,jamba-1.5-mini,4.493819958s,6.755094792s,1,29318,6561,4518,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,Grabkammer,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,/escape-room-standort/detail/grabkammer/,/escape-room-standort/detail/grabkammer/,https://www.escaperooms-ritterhude.de/static/default/img/background/specs/background_640_427.jpg,Science Fiction,Medium,false,
8,jamba-1.5-mini,4.493819958s,6.755094792s,1,29318,6561,4518,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,Piraten,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,/escape-room-standort/detail/piraten/,/escape-room-standort/detail/piraten/,https://www.escaperooms-ritterhude.de/static/default/img/background/specs/background_640_427.jpg,Egypt,Hard,false,
8,jamba-1.5-mini,4.493819958s,6.755094792s,1,29318,6561,4518,https://www.escaperooms-ritterhude.de/,Escape Rooms Ritterhude,The S,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,/escape-room-standort/detail/the-s/,/escape-room-standort/detail/the-s/,https://www.escaperooms-ritterhude.de/static/default/img/background/specs/background_640_427.jpg,Horror,Easy,false,
9,jamba-1.5-mini,4.43807575s,7.718015625s,1,341930,33005,15686,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,The Secret Lab,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,https://example.com/book/secret-lab,https://example.com/rooms/secret-lab,https://example.com/images/secret-lab.jpg,Science Fiction,Medium,false,
9,jamba-1.5-mini,4.43807575s,7.718015625s,1,341930,33005,15686,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Pharaoh's Tomb,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,https://example.com/book/pharaohs-tomb,https://example.com/rooms/pharaohs-tomb,https://example.com/images/pharaohs-tomb.jpg,Egypt,Hard,false,
9,jamba-1.5-mini,4.43807575s,7.718015625s,1,341930,33005,15686,https://alfsee-escape.de/,Alfsee Escape - Indoor & Outdoor Escaperoom,Haunted Mansion,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://example.com/book/haunted-mansion,https://example.com/rooms/haunted-mansion,https://example.com/images/haunted-mansion.jpg,Horror,Easy,false,
10,jamba-1.5-mini,5.064308834s,7.988049334s,1,87959,16311,8765,https://www.raus.rocks/,Raus! Escape Room Aachen,Aachen – Die letzte Zuflucht,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",2,6,60,https://raus.rocks/services/buchung-zuflucht/,https://raus.rocks/services/buchung-zuflucht/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Zuflucht-1-603x379.jpg,Egypt,Hard,false,
10,jamba-1.5-mini,5.064308834s,7.988049334s,1,87959,16311,8765,https://www.raus.rocks/,Raus! Escape Room Aachen,Die Entdeckung,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,3,6,66,https://raus.rocks/services/buchung-die-entdeckung/,https://raus.rocks/services/buchung-die-entdeckung/,https://www.raus.rocks/wp-content/uploads/2017/11/Escape-Room-Aachen-Die-Entdeckung-603x379.jpg,Science Fiction,Medium,false,
10,jamba-1.5-mini,5.064308834s,7.988049334s,1,87959,16311,8765,https://www.raus.rocks/,Raus! Escape Room Aachen,Das Portal,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,6,11,70,https://raus.rocks/services/das-portal/,https://raus.rocks/services/das-portal/,https://www.raus.rocks/wp-content/uploads/2017/11/Telefon_Portal-603x379.jpg,Horror,Easy,false,
11,jamba-1.5-mini,4.383563416s,6.96735725s,1,264196,31473,13217,https://deadline-escape.de/,Deadline Escape Games│Hamburg,The Secret Lab,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,https://example.com/book/secret-lab,https://example.com/rooms/secret-lab,https://example.com/images/secret-lab.jpg,Science Fiction,Medium,false,
11,jamba-1.5-mini,4.383563416s,6.96735725s,1,264196,31473,13217,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Pharaoh's Tomb,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,https://example.com/book/pharaohs-tomb,https://example.com/rooms/pharaohs-tomb,https://example.com/images/pharaohs-tomb.jpg,Egypt,Hard,false,
11,jamba-1.5-mini,4.383563416s,6.96735725s,1,264196,31473,13217,https://deadline-escape.de/,Deadline Escape Games│Hamburg,Haunted Mansion,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://example.com/book/haunted-mansion,https://example.com/rooms/haunted-mansion,https://example.com/images/haunted-mansion.jpg,Horror,Easy,false,
12,jamba-1.5-mini,3.132898125s,5.383968167s,1,49887,6623,4174,http://avermind.com,Avermind - Online Escape Rooms,Die Jagd durch Wien,"Ihr spielt eine Gruppe von vier Freunden, die sich bereits seit ihrer Kindheit kennen und schon damals ein Faible für das Mysteriöse und Ungelöste hatten. Eines lauwarmen sommerlichen Tages trefft ihr euch zu eurem gemeinsamen, wöchentlichen Spielenachmittag. Doch euch ist noch nicht bewusst, dass diesmal nicht alle erscheinen werden.In diesem Spiel werdet Ihr euch in zwei Gruppen aufteilen, die sich gegenseitig unterstützen und stets zusammenarbeiten müssen, um die gemeinsamen Rätsel zu lösen.",2,6,240,https://avermind.com/site/Kauf,https://avermind.com/site/Artikel#spiel,https://avermind.com/site/Images/Artikel/Avermind_Jagd_durch_Wien.small.jpg,Adventure,4.5/5,false,
13,jamba-1.5-mini,4.777738459s,8.033613s,1,150967,42546,21303,https://www.quexit.de/,Quexit,The Secret Lab,Enter the mysterious lab of a mad scientist. Can you uncover the secrets and escape before time runs out?,2,6,60,https://example.com/book/secret-lab,https://example.com/rooms/secret-lab,https://example.com/images/secret-lab.jpg,Science Fiction,Medium,false,
13,jamba-1.5-mini,4.777738459s,8.033613s,1,150967,42546,21303,https://www.quexit.de/,Quexit,Pharaoh's Tomb,"Trapped inside the tomb of an ancient Pharaoh, you must solve the riddles and find the way out before you are sealed inside forever.",4,8,90,https://example.com/book/pharaohs-tomb,https://example.com/rooms/pharaohs-tomb,https://example.com/images/pharaohs-tomb.jpg,Egypt,Hard,false,
13,jamba-1.5-mini,4.777738459s,8.033613s,1,150967,42546,21303,https://www.quexit.de/,Quexit,Haunted Mansion,A ghostly adventure awaits inside this eerie mansion. Can you solve the mystery of the haunted estate and escape its grasp?,3,5,75,https://example.com/book/haunted-mansion,https://example.com/rooms/haunted-mansion,https://example.com/images/haunted-mansion.jpg,Horror,Easy,false,
14,jamba-1.5-mini,5.25813025s,7.43171725s,1,333201,23390,10253,https://escapeempire.de/,Escape Empire Nürnberg,Prison Break,"You and your team start a new adventure. You enter a fantastic place with an incredible story. A surreal, crazy, nerve-wracking journey through a world full of puzzles, tricks and oddities begins.",2,6,60,https://escapeempire.de/raeume/#prison-break,https://escapeempire.de/raeume/#prison-break,https://escapeempire.de/wp-content/uploads/2018/09/jail-circle-icon-1.png,Adventure,Medium,false,
14,jamba-1.5-mini,5.25813025s,7.43171725s,1,333201,23390,10253,https://escapeempire.de/,Escape Empire Nürnberg,Space Escape,"You and your team start a new adventure. You enter a fantastic place with an incredible story. A surreal, crazy, nerve-wracking journey through a world full of puzzles, tricks and oddities begins.",2,6,60,https://escapeempire.de/raeume/#space-escape,https://escapeempire.de/raeume/#space-escape,https://escapeempire.de/wp-content/uploads/2018/09/space-escape-circle-icon-1.png,Science Fiction,Medium,false,
14,jamba-1.5-mini,5.25813025s,7.43171725s,1,333201,23390,10253,https://escapeempire.de/,Escape Empire Nürnberg,Holy Grail,"You and your team start a new adventure. You enter a fantastic place with an incredible story. A surreal, crazy, nerve-wracking journey through a world full of puzzles, tricks and oddities begins.",2,6,60,https://escapeempire.de/raeume/#holy-grail,https://escapeempire.de/raeume/#holy-grail,https://escapeempire.de/wp-content/uploads/2022/09/holy-grail-circle-icon-v2.png,Fantasy,Medium,false,
15,jamba-1.5-mini,7.30838725s,9.464699416s,1,32422,15550,8248,https://www.harz-escape.de/index_en.html,Harz Escape,The Don Vito Investigation,"New York, 1932. Organized crime is at its peak. You are agents and have been assigned to the case of Vito Genovese. While working on the case, the phone rings. A soft voice whispers: „They know about the photos. They are coming!“. You know that your boss, Joe Petrosino, possesses incriminating material against Don Vito which he keeps well hidden in his office. Can you find and secure the documents before the mafia arrives?",2,4,60,javascript:setRoom(2);,,assets/img/DonVitoWandbild.jpg,Crime,Medium,false,
15,jamba-1.5-mini,7.30838725s,9.464699416s,1,32422,15550,8248,https://www.harz-escape.de/index_en.html,Harz Escape,Witchcraft & Wizardry,"The time is near! You are about to become real witches and wizards. But first, you have to take one final exam. According to tradition, it is held deep in the forest, in the secret hut of the ancient and wise witch. Divination, Broom Flight, Transfiguration – show that you master the magic arts and pass all the assignments in just 60 minutes. Hurry up, the sand is running down the hourglass!",2,4,60,javascript:setRoom(3);,,assets/img/Zauberpruefung-Rabe.jpg,Fantasy,Hard,false,
15,jamba-1.5-mini,7.30838725s,9.464699416s,1,32422,15550,8248,https://www.harz-escape.de/index_en.html,Harz Escape,The Secret of the Watchmaker,"Next to our Escape Room, there is a small watchmaker’s shop. The owner, Regina Jürgensen, appears to be a quiet and unassuming person. But then why are there these strange and sometimes alarmingly loud noises coming from her shop? We would very much appreciate your help in finding out.",2,4,60,javascript:setRoom(1);,,assets/img/Uhrmacherin.jpg,Science Fiction,Medium,false,
15,jamba-1.5-mini,7.30838725s,9.464699416s,1,32422,15550,8248,https://www.harz-escape.de/index_en.html,Harz Escape,Letters from the Past,"A key, an old postcard and a strange note: that’s all Katharina has to find her missing father. Follow his trail through the winding streets of Wernigerode, discover hidden places and solve a decades-old mystery!",2,8,90,javascript:scrollAndSetRoom(4);,,assets/img/Stadtspiel.jpg,Historical,Easy,false,
15,jamba-1.5-mini,7.30838725s,9.464699416s,1,32422,15550,8248,https://www.harz-escape.de/index_en.html,Harz Escape,Magical Creatures,"Rumour has it that there’s a number of magical creatures living in the Harz region. Is this true or just a myth? Equipped with a mysterious backpack and the notes of a renowned scientist called Prof. Magnus, you start your journey through town in search of these small miraculous beasts.",2,18,60,javascript:scrollAndSetRoom(4);,,assets/img/Fabelwesen.jpg,Adventure,Easy,false,
16,jamba-1.5-mini,6.73713825s,9.230615125s,1,139605,18433,8927,https://escape-arena.de/,Escape Arena Essen,Die Zauberschule,For all fans of Harry Potter and other magicians. We equip you with a wand and you dive into our magic school.,2,6,60,https://escape-arena.de/escape-rooms/die-zauberschule/,https://escape-arena.de/escape-rooms/die-zauberschule/,https://escape-arena.de/wp-content/uploads/2022/01/school-of-witchcraft-1698x1080.jpg,Science Fiction,Medium,false,
16,jamba-1.5-mini,6.73713825s,9.230615125s,1,139605,18433,8927,https://escape-arena.de/,Escape Arena Essen,Die Gruselhütte,Dare to enter our Gruselhütte. It's storming outside and half of you were kidnapped. Find together in the room and solve the riddle of the Gruselhütte. Can you appease the ghosts and free yourself?,4,8,90,https://escape-arena.de/escape-rooms/die-gruselhuette/,https://escape-arena.de/escape-rooms/die-gruselhuette/,https://escape-arena.de/wp-content/uploads/2022/01/cabin-bild2-1-1620x1080.jpg,Horror,Hard,false,
16,jamba-1.5-mini,6.73713825s,9.230615125s,1,139605,18433,8927,https://escape-arena.de/,Escape Arena Essen,Das Ring Abenteuer,"""I'm looking for someone who will join me on an adventure,"" Gandalf said to Bilbo in the films. Now start your own ring adventure. Take the One Ring and try to throw it into the volcano at the end of this adventure. Will you succeed or will you fall prey to the ring?",3,5,75,https://escape-arena.de/escape-rooms/das-ring-abenteuer/,https://escape-arena.de/escape-rooms/das-ring-abenteuer/,https://escape-arena.de/wp-content/uploads/2022/01/hdr-tuer-1440x1080.jpg,Fantasy,Easy,false,
